QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
1,6:27.0,R. Westbrook misses 2-pt layup from 3 ft (block by J. Poeltl),,7,19
1,6:27.0,Offensive rebound by Team,,7,19
1,6:17.0,D. Schröder misses 2-pt layup from 3 ft (block by D. White),,7,19
1,6:17.0,,Defensive rebound by D. DeRozan,7,19
1,6:12.0,,D. DeRozan makes 2-pt layup from 1 ft,7,21
1,6:02.0,R. Westbrook makes 2-pt layup from 9 ft,,9,21
1,6:02.0,Shooting foul by D. White (drawn by R. Westbrook),,9,21
1,6:02.0,R. Westbrook misses free throw 1 of 1,,9,21
1,6:00.0,,Defensive rebound by L. Aldridge,9,21
1,5:37.0,,D. White makes 3-pt jump shot from 25 ft,9,24
1,5:26.0,Personal foul by B. Forbes (drawn by D. Schröder),,9,24
1,5:26.0,D. Schröder makes free throw 1 of 2,,10,24
1,5:26.0,,M. Belinelli enters the game for B. Forbes,10,24
1,5:26.0,,P. Mills enters the game for D. White,10,24
1,5:26.0,D. Schröder misses free throw 2 of 2,,10,24
1,5:24.0,,Defensive rebound by D. DeRozan,10,24
1,5:05.0,,M. Belinelli misses 2-pt jump shot from 20 ft,10,24
1,5:01.0,Defensive rebound by R. Westbrook,,10,24
1,4:57.0,R. Westbrook makes 2-pt layup from 1 ft,,12,24
1,4:57.0,,San Antonio full timeout,12,24
1,4:57.0,A. Nader enters the game for D. Schröder,,12,24
1,4:57.0,,R. Gay enters the game for J. Poeltl,12,24
1,4:43.0,,D. DeRozan makes 2-pt jump shot from 12 ft,12,26
1,4:30.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,14,26
1,4:14.0,,L. Aldridge misses 2-pt hook shot from 3 ft,14,26
1,4:14.0,Defensive rebound by S. Adams,,14,26
1,4:07.0,R. Westbrook misses 2-pt layup from 3 ft (block by L. Aldridge),,14,26
1,4:03.0,,Defensive rebound by R. Gay,14,26
1,4:03.0,,Shooting foul by A. Nader (drawn by R. Gay),14,26
1,4:03.0,,R. Gay makes free throw 1 of 2,14,27
1,4:03.0,M. Morris enters the game for S. Adams,,14,27
1,4:03.0,,R. Gay makes free throw 2 of 2,14,28
1,3:54.0,Offensive foul by T. Ferguson (drawn by D. DeRozan),,14,28
1,3:54.0,Turnover by T. Ferguson (offensive foul),,14,28
1,3:39.0,,L. Aldridge misses 2-pt layup from 3 ft,14,28
1,3:37.0,Defensive rebound by M. Morris,,14,28
1,3:32.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,16,28
1,3:16.0,,D. DeRozan makes 2-pt jump shot from 6 ft,16,30
1,3:07.0,Turnover by R. Westbrook (lost ball; steal by R. Gay),,16,30
1,3:02.0,,P. Mills misses 3-pt jump shot from 25 ft,16,30
1,2:58.0,,Offensive rebound by P. Mills,16,30
1,2:54.0,,L. Aldridge makes 2-pt layup from 2 ft,16,32
1,2:54.0,Oklahoma City full timeout,,16,32
1,2:54.0,,Technical foul by B. Donovan,16,32
1,2:54.0,Defensive rebound by Team,,16,32
1,2:54.0,,M. Belinelli misses technical free throw,16,32
1,2:46.0,R. Westbrook makes 2-pt layup from 1 ft,,18,32
1,2:46.0,,Violation by Team (def goaltending),18,32
1,2:22.0,,P. Mills misses 2-pt jump shot from 12 ft,18,32
1,2:22.0,Defensive rebound by J. Grant,,18,32
1,2:12.0,J. Grant misses 3-pt jump shot from 26 ft,,18,32
1,2:12.0,,Defensive rebound by Team,18,32
1,2:12.0,D. Schröder enters the game for R. Westbrook,,18,32
1,2:01.0,,D. DeRozan misses 2-pt jump shot from 9 ft,18,32
1,1:59.0,,Offensive rebound by Team,18,32
1,1:59.0,Loose ball foul by D. Schröder (drawn by L. Aldridge),,18,32
1,1:59.0,,L. Aldridge makes free throw 1 of 2,18,33
1,1:59.0,,B. Forbes enters the game for D. DeRozan,18,33
1,1:59.0,,L. Aldridge makes free throw 2 of 2,18,34
1,1:48.0,D. Schröder makes 2-pt layup from 2 ft,,20,34
1,1:28.0,,L. Aldridge makes 2-pt jump shot from 16 ft,20,36
1,1:13.0,D. Schröder misses 2-pt jump shot from 12 ft,,20,36
1,1:13.0,,Defensive rebound by R. Gay,20,36
1,1:07.0,,Turnover by P. Mills (bad pass; steal by A. Nader),20,36
1,1:00.0,A. Nader makes 2-pt layup from 1 ft,,22,36
1,0:50.0,,M. Belinelli misses 2-pt jump shot from 16 ft,22,36
1,0:50.0,Defensive rebound by A. Nader,,22,36
1,0:40.0,Personal foul by P. Mills (drawn by D. Schröder),,22,36
1,0:40.0,D. Schröder misses free throw 1 of 2,,22,36
1,0:40.0,Offensive rebound by Team,,22,36
1,0:40.0,R. Felton enters the game for T. Ferguson,,22,36
1,0:40.0,N. Noel enters the game for J. Grant,,22,36
1,0:40.0,,J. Poeltl enters the game for L. Aldridge,22,36
1,0:40.0,D. Schröder makes free throw 2 of 2,,23,36
1,0:27.0,,P. Mills misses 3-pt jump shot from 26 ft,23,36
1,0:23.0,,Offensive rebound by J. Poeltl,23,36
1,0:10.0,,R. Gay makes 2-pt dunk from 1 ft,23,38
1,0:02.0,D. Schröder makes 2-pt layup from 1 ft,,25,38
2,11:48.0,D. Schröder makes 2-pt jump shot from 7 ft,,27,38
2,11:32.0,,R. Gay makes 2-pt jump shot from 21 ft (assist by P. Mills),27,40
2,11:13.0,M. Morris makes 2-pt layup from 1 ft,,29,40
2,11:04.0,,P. Mills makes 2-pt layup from 2 ft,29,42
2,10:38.0,R. Felton makes 3-pt jump shot from 26 ft (assist by A. Nader),,32,42
2,10:22.0,,D. Bertāns misses 3-pt jump shot from 26 ft,32,42
2,10:18.0,,Offensive rebound by J. Poeltl,32,42
2,10:14.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by M. Belinelli),32,45
2,10:01.0,D. Schröder misses 3-pt jump shot from 25 ft,,32,45
2,9:59.0,,Defensive rebound by R. Gay,32,45
2,9:48.0,,R. Gay makes 2-pt jump shot from 21 ft,32,47
2,9:47.0,Oklahoma City full timeout,,32,47
2,9:35.0,A. Nader misses 2-pt jump shot from 8 ft,,32,47
2,9:32.0,Offensive rebound by A. Nader,,32,47
2,9:28.0,R. Felton makes 2-pt jump shot from 13 ft,,34,47
2,9:13.0,Violation by Team (kicked ball),,34,47
2,9:11.0,,Shooting foul by D. Schröder (drawn by M. Belinelli),34,47
2,9:11.0,,M. Belinelli misses free throw 1 of 3,34,47
2,9:11.0,,Offensive rebound by Team,34,47
2,9:11.0,,M. Belinelli makes free throw 2 of 3,34,48
2,9:11.0,,M. Belinelli makes free throw 3 of 3,34,49
2,9:02.0,Shooting foul by J. Poeltl (drawn by N. Noel),,34,49
2,9:02.0,N. Noel makes free throw 1 of 2,,35,49
2,9:02.0,N. Noel makes free throw 2 of 2,,36,49
2,8:45.0,,R. Gay misses 2-pt jump shot from 11 ft,36,49
2,8:44.0,,Offensive rebound by J. Poeltl,36,49
2,8:44.0,,Shooting foul by D. Schröder (drawn by J. Poeltl),36,49
2,8:44.0,,J. Poeltl misses free throw 1 of 2,36,49
2,8:44.0,,Offensive rebound by Team,36,49
2,8:44.0,S. Adams enters the game for N. Noel,,36,49
2,8:44.0,R. Westbrook enters the game for D. Schröder,,36,49
2,8:44.0,,L. Aldridge enters the game for R. Gay,36,49
2,8:44.0,,D. White enters the game for P. Mills,36,49
2,8:44.0,,J. Poeltl makes free throw 2 of 2,36,50
2,8:34.0,R. Felton makes 2-pt jump shot from 7 ft,,38,50
2,8:13.0,,L. Aldridge misses 2-pt layup from 2 ft,38,50
2,8:10.0,Defensive rebound by S. Adams,,38,50
2,8:03.0,R. Westbrook makes 3-pt jump shot from 25 ft,,41,50
2,8:02.0,,San Antonio full timeout,41,50
2,8:02.0,,D. DeRozan enters the game for M. Belinelli,41,50
2,8:02.0,,B. Forbes enters the game for J. Poeltl,41,50
2,7:42.0,,B. Forbes makes 2-pt jump shot from 11 ft (assist by D. DeRozan),41,52
2,7:24.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,43,52
2,7:10.0,,Turnover by B. Forbes (bad pass; steal by S. Adams),43,52
2,7:03.0,R. Felton makes 2-pt layup from 1 ft,,45,52
2,7:03.0,,San Antonio full timeout,45,52
2,7:03.0,T. Ferguson enters the game for M. Morris,,45,52
2,7:03.0,J. Grant enters the game for A. Nader,,45,52
2,6:46.0,,D. DeRozan makes 2-pt jump shot from 13 ft (assist by L. Aldridge),45,54
2,6:33.0,S. Adams makes 2-pt jump shot from 6 ft,,47,54
2,6:33.0,Shooting foul by L. Aldridge (drawn by S. Adams),,47,54
2,6:33.0,,R. Gay enters the game for D. Bertāns,47,54
2,6:33.0,S. Adams misses free throw 1 of 1,,47,54
2,6:31.0,,Defensive rebound by D. DeRozan,47,54
2,6:16.0,,B. Forbes misses 3-pt jump shot from 26 ft,47,54
2,6:16.0,Defensive rebound by J. Grant,,47,54
2,6:06.0,Shooting foul by D. DeRozan (drawn by S. Adams),,47,54
2,6:06.0,S. Adams makes free throw 1 of 2,,48,54
2,6:06.0,,J. Poeltl enters the game for B. Forbes,48,54
2,6:06.0,S. Adams misses free throw 2 of 2,,48,54
2,6:02.0,,Defensive rebound by R. Gay,48,54
2,5:54.0,,Turnover by D. DeRozan (lost ball; steal by R. Westbrook),48,54
2,5:49.0,R. Westbrook makes 2-pt dunk from 1 ft (assist by R. Felton),,50,54
2,5:33.0,,D. White misses 2-pt layup from 5 ft,50,54
2,5:33.0,Defensive rebound by R. Westbrook,,50,54
2,5:25.0,Turnover by R. Westbrook (bad pass; steal by D. White),,50,54
2,5:08.0,,L. Aldridge misses 2-pt layup from 2 ft,50,54
2,4:54.0,,Offensive rebound by L. Aldridge,50,54
2,4:54.0,,L. Aldridge makes 2-pt layup from 1 ft,50,56
2,4:45.0,Offensive foul by S. Adams (drawn by J. Poeltl),,50,56
2,4:45.0,Turnover by S. Adams (offensive foul),,50,56
2,4:25.0,,D. White makes 2-pt jump shot from 6 ft,50,58
2,4:11.0,J. Grant misses 2-pt layup from 2 ft (block by J. Poeltl),,50,58
2,4:09.0,Offensive rebound by S. Adams,,50,58
2,4:09.0,Shooting foul by R. Gay (drawn by S. Adams),,50,58
2,4:09.0,S. Adams makes free throw 1 of 2,,51,58
2,4:09.0,A. Nader enters the game for R. Felton,,51,58
2,4:09.0,S. Adams makes free throw 2 of 2,,52,58
2,3:57.0,,D. DeRozan misses 2-pt jump shot from 11 ft,52,58
2,3:54.0,Defensive rebound by S. Adams,,52,58
2,3:49.0,R. Westbrook misses 2-pt jump shot from 14 ft,,52,58
2,3:46.0,,Defensive rebound by R. Gay,52,58
2,3:44.0,,Shooting foul by T. Ferguson (drawn by D. DeRozan),52,58
2,3:44.0,,D. DeRozan misses free throw 1 of 2,52,58
2,3:44.0,,Offensive rebound by Team,52,58
2,3:44.0,M. Morris enters the game for S. Adams,,52,58
2,3:44.0,,D. Bertāns enters the game for J. Poeltl,52,58
2,3:44.0,,D. DeRozan makes free throw 2 of 2,52,59
2,3:33.0,Shooting foul by D. Bertāns (drawn by R. Westbrook),,52,59
2,3:33.0,Technical foul by R. Westbrook,,52,59
2,3:33.0,,D. Bertāns makes technical free throw,52,60
2,3:33.0,R. Westbrook misses free throw 1 of 2,,52,60
2,3:33.0,Offensive rebound by Team,,52,60
2,3:33.0,R. Westbrook makes free throw 2 of 2,,53,60
2,3:19.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),53,63
2,2:58.0,J. Grant makes 2-pt layup at rim (assist by M. Morris),,55,63
2,2:47.0,,D. DeRozan misses 2-pt layup from 2 ft,55,63
2,2:47.0,,Offensive rebound by D. DeRozan,55,63
2,2:41.0,,D. DeRozan makes 2-pt layup from 1 ft,55,65
2,2:33.0,A. Nader misses 3-pt jump shot from 23 ft,,55,65
2,2:31.0,Offensive rebound by R. Westbrook,,55,65
2,2:27.0,M. Morris makes 2-pt jump shot from 8 ft,,57,65
2,2:16.0,,Shooting foul by T. Ferguson (drawn by D. DeRozan),57,65
2,2:16.0,,D. DeRozan makes free throw 1 of 2,57,66
2,2:16.0,R. Felton enters the game for T. Ferguson,,57,66
2,2:16.0,,D. DeRozan misses free throw 2 of 2,57,66
2,2:13.0,Defensive rebound by R. Westbrook,,57,66
2,2:08.0,R. Westbrook misses 3-pt jump shot from 26 ft,,57,66
2,2:05.0,,Defensive rebound by D. White,57,66
2,2:00.0,,D. White makes 2-pt jump shot from 10 ft,57,68
2,1:59.0,Oklahoma City full timeout,,57,68
2,1:52.0,Personal foul by R. Gay (drawn by M. Morris),,57,68
2,1:52.0,M. Morris misses free throw 1 of 2,,57,68
2,1:52.0,Offensive rebound by Team,,57,68
2,1:52.0,M. Morris makes free throw 2 of 2,,58,68
2,1:40.0,,D. DeRozan misses 2-pt jump shot from 6 ft,58,68
2,1:35.0,Defensive rebound by M. Morris,,58,68
2,1:30.0,J. Grant misses 3-pt jump shot from 23 ft,,58,68
2,1:26.0,,Defensive rebound by D. White,58,68
2,1:17.0,,R. Gay misses 2-pt layup from 2 ft,58,68
2,1:17.0,,Offensive rebound by Team,58,68
2,1:11.0,,L. Aldridge makes 2-pt jump shot from 10 ft,58,70
2,0:55.0,J. Grant makes 3-pt jump shot from 22 ft (assist by A. Nader),,61,70
2,0:36.0,,D. White misses 2-pt layup from 1 ft,61,70
2,0:36.0,Defensive rebound by R. Westbrook,,61,70
2,0:29.0,A. Nader misses 3-pt jump shot from 26 ft,,61,70
2,0:23.0,,Defensive rebound by Team,61,70
2,0:05.0,,L. Aldridge makes 2-pt jump shot from 15 ft,61,72
2,0:00.0,R. Westbrook makes 2-pt layup from 1 ft,,63,72
3,11:45.0,S. Adams misses 2-pt jump shot from 12 ft,,63,72
3,11:42.0,,Defensive rebound by B. Forbes,63,72
3,11:24.0,,D. DeRozan misses 2-pt jump shot from 4 ft (block by S. Adams),63,72
3,11:22.0,Defensive rebound by R. Westbrook,,63,72
3,11:14.0,R. Westbrook misses 2-pt layup from 2 ft (block by J. Poeltl),,63,72
3,11:11.0,Offensive rebound by D. Schröder,,63,72
3,11:09.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,65,72
3,10:58.0,,Personal foul by R. Westbrook (drawn by D. White),65,72
3,10:51.0,,J. Poeltl misses 2-pt hook shot from 3 ft,65,72
3,10:49.0,Defensive rebound by S. Adams,,65,72
3,10:41.0,D. Schröder makes 2-pt jump shot from 16 ft,,67,72
3,10:22.0,,L. Aldridge misses 2-pt jump shot from 15 ft,67,72
3,10:19.0,Defensive rebound by D. Schröder,,67,72
3,10:13.0,D. Schröder misses 2-pt jump shot from 15 ft,,67,72
3,10:12.0,,Defensive rebound by Team,67,72
3,10:12.0,Loose ball foul by S. Adams (drawn by J. Poeltl),,67,72
3,9:58.0,,Turnover by D. White (traveling),67,72
3,9:52.0,Turnover by R. Westbrook (bad pass; steal by D. White),,67,72
3,9:46.0,,Personal foul by J. Grant (drawn by L. Aldridge),67,72
3,9:34.0,,J. Poeltl misses 2-pt layup from 2 ft,67,72
3,9:33.0,Defensive rebound by S. Adams,,67,72
3,9:25.0,Turnover by D. Schröder (bad pass; steal by J. Poeltl),,67,72
3,9:11.0,,B. Forbes makes 2-pt jump shot from 19 ft,67,74
3,8:51.0,S. Adams misses 2-pt hook shot from 8 ft,,67,74
3,8:51.0,,Defensive rebound by L. Aldridge,67,74
3,8:36.0,,L. Aldridge misses 2-pt jump shot from 18 ft,67,74
3,8:34.0,Defensive rebound by J. Grant,,67,74
3,8:15.0,J. Grant misses 2-pt layup from 4 ft,,67,74
3,8:11.0,Offensive rebound by S. Adams,,67,74
3,8:10.0,S. Adams makes 2-pt hook shot from 2 ft,,69,74
3,7:49.0,,D. DeRozan misses 2-pt layup from 1 ft,69,74
3,7:49.0,,Offensive rebound by J. Poeltl,69,74
3,7:44.0,,J. Poeltl makes 2-pt layup at rim,69,76
3,7:35.0,R. Westbrook misses 3-pt jump shot from 26 ft,,69,76
3,7:32.0,,Defensive rebound by L. Aldridge,69,76
3,7:24.0,,D. DeRozan makes 2-pt layup from 2 ft,69,78
3,7:13.0,D. Schröder misses 3-pt jump shot from 26 ft,,69,78
3,7:09.0,,Defensive rebound by D. White,69,78
3,7:05.0,,D. White makes 2-pt layup from 2 ft,69,80
3,6:53.0,Personal foul by J. Poeltl (drawn by S. Adams),,69,80
3,6:53.0,,San Antonio full timeout,69,80
3,6:53.0,M. Morris enters the game for S. Adams,,69,80
3,6:53.0,,R. Gay enters the game for J. Poeltl,69,80
3,6:46.0,M. Morris misses 3-pt jump shot from 26 ft,,69,80
3,6:43.0,,Defensive rebound by B. Forbes,69,80
3,6:37.0,,B. Forbes misses 3-pt jump shot from 28 ft,69,80
3,6:35.0,Defensive rebound by R. Westbrook,,69,80
3,6:32.0,Turnover by R. Westbrook (bad pass; steal by B. Forbes),,69,80
3,6:18.0,,R. Gay makes 2-pt jump shot from 9 ft,69,82
3,6:03.0,Turnover by D. Schröder (step out of bounds),,69,82
3,5:41.0,,R. Gay misses 2-pt jump shot from 20 ft,69,82
3,5:37.0,Defensive rebound by D. Schröder,,69,82
3,5:32.0,Turnover by R. Westbrook (step out of bounds),,69,82
3,5:32.0,A. Nader enters the game for D. Schröder,,69,82
3,5:19.0,,D. DeRozan misses 2-pt jump shot from 19 ft,69,82
3,5:16.0,Defensive rebound by A. Nader,,69,82
3,5:07.0,M. Morris makes 2-pt jump shot from 7 ft (assist by J. Grant),,71,82
3,4:54.0,,Turnover by D. White (bad pass),71,82
3,4:47.0,R. Westbrook misses 3-pt jump shot from 25 ft,,71,82
3,4:44.0,,Defensive rebound by B. Forbes,71,82
3,4:30.0,,R. Gay misses 2-pt jump shot from 17 ft,71,82
3,4:26.0,,Offensive rebound by L. Aldridge,71,82
3,4:12.0,,R. Gay misses 3-pt jump shot from 22 ft,71,82
3,4:08.0,Defensive rebound by R. Westbrook,,71,82
3,4:03.0,T. Ferguson misses 3-pt jump shot from 27 ft,,71,82
3,3:58.0,,Defensive rebound by L. Aldridge,71,82
3,3:48.0,,L. Aldridge misses 2-pt jump shot from 15 ft,71,82
3,3:45.0,Defensive rebound by A. Nader,,71,82
3,3:38.0,J. Grant misses 3-pt jump shot from 26 ft,,71,82
3,3:38.0,,Defensive rebound by L. Aldridge,71,82
3,3:24.0,,Personal foul by R. Westbrook (drawn by D. White),71,82
3,3:24.0,,M. Belinelli enters the game for D. DeRozan,71,82
3,3:24.0,,D. Bertāns enters the game for B. Forbes,71,82
3,3:24.0,,P. Mills enters the game for D. White,71,82
3,3:16.0,,Personal foul by M. Morris (drawn by L. Aldridge),71,82
3,3:16.0,,L. Aldridge makes free throw 1 of 2,71,83
3,3:16.0,,L. Aldridge makes free throw 2 of 2,71,84
3,3:07.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,74,84
3,2:49.0,,M. Belinelli makes 2-pt jump shot from 20 ft,74,86
3,2:39.0,Shooting foul by P. Mills (drawn by R. Westbrook),,74,86
3,2:39.0,Oklahoma City full timeout,,74,86
3,2:39.0,N. Noel enters the game for J. Grant,,74,86
3,2:39.0,R. Westbrook makes free throw 1 of 2,,75,86
3,2:39.0,R. Westbrook makes free throw 2 of 2,,76,86
3,2:39.0,D. Schröder enters the game for R. Westbrook,,76,86
3,2:18.0,,M. Belinelli misses 3-pt jump shot from 26 ft,76,86
3,2:15.0,Defensive rebound by D. Schröder,,76,86
3,1:54.0,A. Nader misses 2-pt layup from 3 ft (block by D. Bertāns),,76,86
3,1:50.0,,Defensive rebound by L. Aldridge,76,86
3,1:41.0,,R. Gay makes 2-pt layup from 6 ft,76,88
3,1:22.0,D. Schröder misses 2-pt jump shot from 15 ft,,76,88
3,1:19.0,,Defensive rebound by D. Bertāns,76,88
3,1:07.0,,R. Gay misses 2-pt layup from 5 ft (block by N. Noel),76,88
3,1:03.0,,Offensive rebound by R. Gay,76,88
3,1:02.0,,D. Bertāns misses 3-pt jump shot from 26 ft,76,88
3,1:02.0,Defensive rebound by D. Schröder,,76,88
3,0:46.0,T. Ferguson makes 2-pt layup from 1 ft (assist by D. Schröder),,78,88
3,0:31.0,,Personal foul by N. Noel (drawn by L. Aldridge),78,88
3,0:31.0,,L. Aldridge makes free throw 1 of 2,78,89
3,0:31.0,R. Felton enters the game for T. Ferguson,,78,89
3,0:31.0,,L. Aldridge makes free throw 2 of 2,78,90
3,0:24.0,M. Morris misses 2-pt layup from 3 ft,,78,90
3,0:21.0,,Defensive rebound by R. Gay,78,90
3,0:05.0,,R. Gay makes 2-pt jump shot from 17 ft,78,92
3,0:04.0,Personal take foul by P. Mills (drawn by D. Schröder),,78,92
4,11:46.0,,Turnover by J. Poeltl (bad pass; steal by M. Morris),78,92
4,11:46.0,Personal foul by J. Poeltl (drawn by M. Morris),,78,92
4,11:37.0,Turnover by D. Schröder (bad pass; steal by J. Poeltl),,78,92
4,11:30.0,,M. Belinelli misses 3-pt jump shot from 25 ft,78,92
4,11:24.0,,Offensive rebound by J. Poeltl,78,92
4,11:24.0,,J. Poeltl makes 2-pt layup at rim,78,94
4,11:16.0,T. Ferguson misses 3-pt jump shot from 26 ft,,78,94
4,11:13.0,,Defensive rebound by D. Bertāns,78,94
4,10:55.0,,P. Mills misses 3-pt jump shot from 23 ft,78,94
4,10:53.0,Defensive rebound by A. Nader,,78,94
4,10:47.0,D. Schröder makes 2-pt layup from 1 ft,,80,94
4,10:27.0,,R. Gay makes 2-pt jump shot from 8 ft,80,96
4,10:12.0,R. Felton makes 2-pt jump shot from 19 ft,,82,96
4,9:54.0,,M. Belinelli misses 2-pt jump shot from 13 ft,82,96
4,9:51.0,Defensive rebound by M. Morris,,82,96
4,9:42.0,A. Nader misses 2-pt jump shot from 7 ft,,82,96
4,9:39.0,,Defensive rebound by J. Poeltl,82,96
4,9:32.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by R. Gay),82,99
4,9:16.0,M. Morris makes 3-pt jump shot from 25 ft (assist by D. Schröder),,85,99
4,9:16.0,,San Antonio full timeout,85,99
4,9:16.0,S. Adams enters the game for M. Morris,,85,99
4,9:16.0,R. Westbrook enters the game for A. Nader,,85,99
4,9:16.0,,D. DeRozan enters the game for M. Belinelli,85,99
4,9:16.0,,B. Forbes enters the game for R. Gay,85,99
4,9:16.0,,D. White enters the game for P. Mills,85,99
4,8:56.0,,J. Poeltl misses 2-pt jump shot from 6 ft,85,99
4,8:54.0,Defensive rebound by S. Adams,,85,99
4,8:48.0,R. Felton misses 3-pt jump shot from 25 ft,,85,99
4,8:45.0,,Defensive rebound by D. DeRozan,85,99
4,8:31.0,,D. DeRozan makes 2-pt layup from 3 ft,85,101
4,8:19.0,R. Felton misses 3-pt jump shot from 26 ft,,85,101
4,8:19.0,,Defensive rebound by B. Forbes,85,101
4,7:59.0,,B. Forbes makes 2-pt jump shot from 2 ft (assist by D. DeRozan),85,103
4,7:36.0,S. Adams makes 2-pt hook shot from 3 ft (assist by R. Westbrook),,87,103
4,7:09.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),87,106
4,6:54.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,90,106
4,6:33.0,,D. White misses 2-pt layup from 2 ft,90,106
4,6:33.0,Defensive rebound by T. Ferguson,,90,106
4,6:28.0,D. Schröder misses 3-pt jump shot from 27 ft,,90,106
4,6:25.0,,Defensive rebound by D. White,90,106
4,6:04.0,,B. Forbes misses 2-pt jump shot from 9 ft,90,106
4,6:01.0,,Offensive rebound by J. Poeltl,90,106
4,5:50.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. DeRozan),90,109
4,5:27.0,S. Adams makes 2-pt layup from 1 ft,,92,109
4,5:12.0,,Turnover by D. DeRozan (bad pass),92,109
4,5:12.0,J. Grant enters the game for R. Felton,,92,109
4,5:12.0,,L. Aldridge enters the game for J. Poeltl,92,109
4,5:07.0,R. Westbrook makes 2-pt layup from 1 ft,,94,109
4,4:49.0,,Shooting foul by T. Ferguson (drawn by B. Forbes),94,109
4,4:49.0,,B. Forbes misses free throw 1 of 2,94,109
