"node1","node2","Pin_Pout","Pin_Nout","Nin_Pout","Nin_Nout","Pin_Pin","Pin_Nin","Nin_Pin","Nin_Nin","Pout_Pin","Pout_Nin","Nout_Pin","Nout_Nin","Pout_Pout","Pout_Nout","Nout_Pout","Nout_Nout"
38,8826,0,0,0,0,0.09375,3,0.03125,1,0.2,10,18,9,0,0,0,0
39,8826,0,0,0,0,0.5,0,0.5,0.015625,0.5,0.25,0.5,0.0123456790123457,0,0,0,0
41,8828,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
43,8829,0,0,0,0,0,0,0,0,3,1.5,1.5,0,0,0,0,0
43,8824,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
44,8829,0,0,0,0,0,0,0.0416666666666667,3,0.122448979591837,3,6,3,0,0,0,0
45,8823,0,0,0,0,0,0,7.5,1.12,7.5,7,11.25,1.68,0,0,0,0
46,8830,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
47,8830,0,0,0,0,0.25,0.00826446280991736,0.25,0.00826446280991736,0.5,0.5,0.5,0,0,0,0,0
47,8831,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0
41,8832,0,0,0,0,0,0,0,0,0.00694444444444444,1,1,1,0,0,0,0
48,8833,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
48,8834,0,0,0,0,0,0,0.046875,3,0,0,6,6,0,0,0,0
49,8834,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
50,8834,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0
50,8835,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
51,8836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
52,8836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
53,8837,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0
53,8838,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
54,8838,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
56,8839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,313,9.24,1.16666666666667,12.375,4,3.36,189,2.88,162,1.55555555555556,126,48,108,6.16,1.12,132,24
58,313,0,0,0,0,0,0,0,0,0,0,8,18,0,0,22,4
59,313,0.6875,0.0555555555555556,0,0,0.111111111111111,9,0,0,0,0,4,9,0,0,11,2
60,313,0,0,0,0,0,0,0,0,1,2.25,4,2.25,2.75,0.5,2.75,0.5
60,314,0,0,0,0,0,0,0,0,0,2,0,8,0.0277777777777778,0,4,0
61,314,0.046875,0,0,0,0,6,0,0,0,2,0,4,0.0123456790123457,0,2,0
62,667,0,0,0,0,0,0,0,0,3.5,2,1.75,0.04,2.5,0.5,0.2,0.0277777777777778
63,667,0,0,0,0,0,0,0,0,7,16,21,12,5,1,15,3
64,667,0,0,0,0,0,0,0,0,0.0578512396694215,4,7,4,0.102040816326531,0.0204081632653061,5,1
64,320,0,0,0,0,0,0,0,0,1,0,1,0,2,0.5,0.163265306122449,0.0555555555555556
65,8840,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0
65,8841,0,0,0,0,0,0,0,0,1.5,0,0.75,0,0,0,0,0
66,318,0,0,0,0,0,0,0,0,0.222222222222222,17,8,17,0.32,0.75,8,12
66,997,0,0,0,0,0,0,0,0,0.5,0.25,0.5,0.0277777777777778,0.25,1,0.04,0.444444444444444
67,997,0.015625,0.111111111111111,0.0833333333333333,0.75,0.03125,1,0.166666666666667,3,0.0408163265306122,1,6,3,0.0277777777777778,0.25,3,12
67,318,0.163265306122449,0.333333333333333,0.96,2.25,2,17,6,51,2,17,24,51,2,3,24,36
67,313,0.171875,0.0408163265306122,1.32,0.24,0.0493827160493827,9,0.333333333333333,27,0.0625,9,12,27,0.44,0.08,33,6
68,4517,0,0,0.04,0,0,0,0.0816326530612245,8,0,0,2,4,0,0,2,0
60,318,0,0,0,0,0,0,0,0,0.163265306122449,17,32,68,0.222222222222222,0.48,32,48
61,315,0.122448979591837,0.166666666666667,0,0,0.75,0,0,0,0.25,0,0.5,0,0.5,0.5,0.16,0.25
63,320,0,0,0,0,0,0,0,0,4,0,3,0,8,2,0.96,0.24
63,319,0,0,0,0,0,0,0,0,19,11,14.25,2.0625,13,6,1.56,0.72
63,313,0,0,0,0,0,0,0,0,0.25,36,12,27,1.22222222222222,0.222222222222222,33,6
70,313,0,0,0.305555555555556,0.0555555555555556,0,0,1,0.5625,2,4.5,4,1,5.5,1,1.76,0.32
65,318,0,0,0,0,0,0,0,0,0.326530612244898,34,8,17,0.444444444444444,0.96,8,12
71,4415,0,0,0,0,0,0,0,0,0.25,0.25,0,0,2.5,0.5,0,0
61,319,0.795918367346939,0.5,0,0,1.58333333333333,33,0,0,0.527777777777778,11,38,22,0.26530612244898,0.122448979591837,26,12
73,1818,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0
74,255,2.58333333333333,1.26530612244898,2.91666666666667,1.94444444444444,15.5,0,17.5,0,24.5,0,21.5,0,36.75,24.5,8.0625,3.44
75,257,1.51020408163265,2.16666666666667,2.05555555555556,3.12,12.5,3.04,12.5,4.75,62.5,95,56.25,38,92.5,97.5,37,87.75
76,3928,0,0,0,0,0.25,0,0,0,0.75,0.75,0.25,0.01,0.75,1.5,0.0204081632653061,0.08
77,3928,0.0123456790123457,0.0246913580246914,0.00826446280991736,0.0408163265306122,0.01,1,0.0204081632653061,1,0,0,1,1,0,0,1,2
78,4198,0,0,0,0,2,0,2.5,0,2,0,3.5,0,1,1,0,0
79,4198,0,0,0,0,9,0,11.5,0,17.5,0,9.5,0,8.75,8.75,0,0
80,8842,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
79,8843,0,0,0,0,4.5,0,5.75,0,8.75,0,4.75,0,0,0,0,0
79,8844,0,0,0,0,4.5,0,5.75,0,8.75,0,4.75,0,0,0,0,0
81,8845,0,0,0,0,3.25,0,2.75,0,5.5,0,5.25,0,0,0,0,0
83,8847,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0
83,1790,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1
84,1790,0.00444444444444444,0.00510204081632653,0.015625,0.0204081632653061,0,2,0,2,0,2,0,2,0.0123456790123457,0.015625,1,1
74,267,0,0.484375,0,0.714285714285714,0.861111111111111,31,1.4,35,1.96,49,43,43,0,1,43,43
74,257,71.6875,134.333333333333,143.888888888889,151.666666666667,31,1178,54.6875,1330,49,1862,1075,1634,113.3125,212.333333333333,1591,1677
85,1796,0,0,0,0,0,0,0,0,0.03,3,2,2,0.36734693877551,0.0612244897959184,12,2
86,8848,0,0,0,0,0.75,0,0.75,0,1.75,0,1.75,0,0,0,0,0
79,261,0.28125,0.73469387755102,0.469387755102041,1.27777777777778,18,0.222222222222222,23,0.359375,35,8.75,19,0.527777777777778,8.75,17.5,0.527777777777778,2.375
79,8849,0,0,0,0,9,0,11.5,0,17.5,0,9.5,0,0,0,0,0
81,8849,0,0,0,0,6.5,0,5.5,0,11,0,10.5,0,0,0,0,0
87,1795,0.01,0.03125,0,0,0.5,0.0408163265306122,0,0,0.5,0.5,1.5,0.09375,0.25,0.5,0.03,0.09375
88,1795,0.01,0.0102040816326531,0.0123456790123457,0.0118343195266272,0.03125,2,0.0408163265306122,2,0,0,2,2,0,0,1,2
89,1795,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2
90,383,9.12,10.5,23.2222222222222,17.1111111111111,54,300,49.5,275,54,300,126,175,57,42,133,98
91,383,3.69444444444444,3.92,27.4444444444444,20.2222222222222,5.04,175,14.625,325,2,100,198,275,1.55102040816327,1.55555555555556,209,154
92,383,2.11111111111111,2.24,0.469135802469136,0.4375,18,6.25,9,2,45,62.5,45,27.7777777777778,47.5,35,11.875,15.5555555555556
93,8851,0,0,0,0,0,1,0,1,0.0165289256198347,2,2,2,0,0,0,0
94,395,0.183673469387755,0.222222222222222,0.0625,0.08,0.75,0.0612244897959184,0.75,0.0612244897959184,5.25,5.25,3,0.333333333333333,15.75,14,1.44,3.55555555555556
94,388,0.26530612244898,0.52,0.0902777777777778,0.13,0.388888888888889,17,0.388888888888889,17,1.53125,119,56,68,2.52777777777778,2.52777777777778,52,52
95,388,0.203125,0.361111111111111,0,0,0.285714285714286,17,0,0,0,0,14,17,0,0,13,13
96,388,0,0,0,0,0,0,0,0,3.5,4.25,3.5,0.472222222222222,3.25,3.25,0.26530612244898,0.361111111111111
98,643,0.3125,0.138888888888889,0.408163265306122,0.2,8.75,0.306122448979592,8.75,0.416666666666667,7,3,5.25,0.183673469387755,4,1,0.48,0.12
98,8852,0,0,0,0,1.25,0,1.25,0,1,0,0.75,0,0,0,0,0
98,383,2.63888888888889,2.8,5.9375,7.77777777777778,22.5,125,22.5,125,18,100,54,75,19,14,57,42
99,383,15.96,18.375,28.5,21,94.5,525,108,600,81,450,540,750,85.5,63,570,420
100,383,0,0,0,0,0,0,0,0,0,0,18,25,0,0,19,14
101,8853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,8851,0,0,0,0,0.25,0.0123456790123457,0.25,0.04,0.25,0.25,0.5,0.222222222222222,0,0,0,0
104,4949,0.172839506172839,0.285714285714286,0.0495867768595041,0.09375,0,7,0,3,0,1,0,7,0.0246913580246914,0.03125,14,14
105,388,0.530612244897959,0.722222222222222,0.722222222222222,1.04,7,34,7,34,3.5,17,14,17,3.25,3.25,13,13
107,388,0,0,1.08333333333333,1.56,0,0,10.5,3.1875,17.5,21.25,3.5,0.68,16.25,16.25,0.361111111111111,0.52
107,8854,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0
107,8855,0,0,0,0,0,0,0.75,0,1.25,0,0.25,0,0,0,0,0
107,384,0,0,0.0833333333333333,0,0,0,0.75,0,1.25,0,0.25,0,1.25,0,0.0625,0
107,383,0,0,2.28,2.625,0,0,3.375,75,1.83673469387755,125,18,25,2.63888888888889,2.8,19,14
109,383,0.775510204081633,0.777777777777778,3.8,2.8,1.44,50,5.625,125,9.5,475,288,400,10.0277777777778,10.64,304,224
109,5213,0.21875,0.244897959183673,0.972222222222222,0.612244897959184,0.0555555555555556,4,0.138888888888889,10,0.527777777777778,38,16,32,3.69444444444444,3.16666666666667,112,96
110,5213,0.21875,0.244897959183673,0.56,0.333333333333333,0.5,0.16,0.5,0.16,0.75,1.5,0,0,5.25,4.5,0,0
111,5213,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,6
112,677,0.972222222222222,1.6,0.56,1,16.25,35,6.5,14,22.75,49,65,35,12.25,14,35,40
112,685,0.123456790123457,0.612244897959184,0.0625,0.333333333333333,3.75,0.416666666666667,1.5,0.24,5.25,5.25,3.75,0.306122448979592,3.5,10.5,0.277777777777778,1.875
112,1259,0,0.0617283950617284,0,0.03125,2.5,0,1,0,3.5,0,2.5,0,0,1.75,0,0.102040816326531
113,8856,0,0,0,0,1.5,0,0,0,0.75,0,0.75,0,0,0,0,0
114,8857,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
117,8858,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
118,8860,0,0,0,0,0,0,0,0,1.5,0.75,0,0,0,0,0,0
118,8861,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
119,685,0,0,0,0,0,0,0,0,0.75,0.75,1.5,0.09375,0.5,1.5,0.0816326530612245,0.333333333333333
112,8862,0,0,0,0,0.102040816326531,15,0.0555555555555556,6,0.109375,21,5,15,0,0,0,0
112,8863,0,0,0,0,1.25,0,0.5,0,1.75,0,1.25,0,0,0,0,0
112,1577,0.078125,0,0.0408163265306122,0,1.25,0,0.5,0,1.75,0,1.25,0,1.75,0,0.078125,0
112,8864,0,0,0,0,0.555555555555556,5,0.32,2,0.571428571428571,7,20,5,0,0,0,0
120,8864,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
121,8864,0,0,0,0,0,0,0,0,1,0.25,1,0.0123456790123457,0,0,0,0
121,8865,0,0,0,0,0,0,0,0,0.00826446280991736,2,1,2,0,0,0,0
113,677,0.0622222222222222,0.111111111111111,0,0,0.40625,14,0,0,0.203125,7,13,7,0.109375,0.163265306122449,7,8
122,1394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
117,8866,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0
123,1265,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.75,0,0
123,8867,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
123,8869,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
124,8870,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
125,1579,0,0,0,0,0,0,0,0,0.75,0,0,0,0.75,0,0,0
125,8873,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
125,8874,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
126,8874,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
127,430,1.92,3,3.25,5.77777777777778,5.76,144,9.75,156,5.64,141,123,123,2.9375,5.22222222222222,41,41
127,8875,0,0,0,0,1.33333333333333,144,1.44444444444444,156,0.580246913580247,141,41,123,0,0,0,0
128,8875,0,0,0,0,0,3,0.0833333333333333,9,0,0,4,12,0,0,0,0
129,434,1.77777777777778,3.26530612244898,0.888888888888889,2.22222222222222,16,128,8,64,25,200,92,184,56.25,62.5,207,230
129,3716,0,0.395061728395062,0,0.197530864197531,4,0,2,0,6.25,0,5.75,0,0,12.5,0,2.875
129,745,3.11111111111111,3.84,1.55555555555556,1.92,4,0,2,0,6.25,0,5.75,0,43.75,37.5,6.44,8.625
130,430,0,0,0,0,0,0,0,0,0.122448979591837,6,15,15,0.0408163265306122,0.0555555555555556,5,5
131,430,0.25,0.36,0.24,0.375,6.75,1.6875,4.5,2,6,6,3.75,0.6,2,2,0.555555555555556,1.25
132,8875,0,0,0,0,0.25,0.0612244897959184,0.5,0.24,0.5,1.5,1.25,0.6,0,0,0,0
127,8876,0,0,0,0,12,1.33333333333333,13,2.08,11.75,11.75,10.25,1.13888888888889,0,0,0,0
133,8876,0,0,0,0,0.111111111111111,4,0.0555555555555556,2,0.03125,2,1,1,0,0,0,0
134,8877,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
134,8878,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0
135,8878,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0
135,434,0.222222222222222,0.408163265306122,0,0,0.222222222222222,16,0,0,0,0,12,24,0,0,27,30
129,752,0.396694214876033,2.28571428571429,0.198347107438017,3.5,4,0,2,0,6.25,0,5.75,0,18.75,43.75,4.3125,17.8888888888889
129,447,0,0,0,0,4,0,2,0,6.25,0,5.75,0,0,0,0,0
129,1093,0.444444444444444,0,0.222222222222222,0,0.395061728395062,128,0.326530612244898,64,0.617283950617284,200,46,184,1,0,23,0
137,1092,0,0,0,0.0246913580246914,0,1,0,2,0,2,0,3,0,0.08,0,3
127,980,1.95918367346939,0,2.88888888888889,0,1.33333333333333,48,2.08,52,0.959183673469388,47,41,41,1.91836734693878,0,82,0
127,445,6,9,4.16,17.3333333333333,24,1.33333333333333,26,2.08,23.5,11.75,20.5,0.836734693877551,23.5,35.25,9.11111111111111,13.6666666666667
139,439,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0
140,341,2.16666666666667,2.52,0,0,21.75,3.6,0,0,36.25,37.5,7.25,3.33333333333333,32.5,26.25,1.625,2.33333333333333
141,350,0,0,0,0,0,0,0,0,31.5,37.5,10.5,3.125,39.75,34.5,3.3125,5.11111111111111
142,8879,0,0,0,0,0.0123456790123457,1,0.03125,2,0.04,4,8,8,0,0,0,0
143,8879,0,0,0,0,0.75,0.0833333333333333,0,0,0.5,0.5,0.5,0.125,0,0,0,0
143,8880,0,0,0,0,0,9,0,0,0,6,0,6,0,0,0,0
144,345,0.0887573964497041,0.246913580246914,0.0833333333333333,0.111111111111111,0.390625,25,0.078125,5,0,0,5,5,0,0,3,4
145,345,0.111111111111111,0.244897959183673,0,0,3.75,15,1.25,5,1.25,5,5,5,0.75,1,3,4
146,1550,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
140,342,0.916666666666667,1.08,0,0,2.08333333333333,63,0,0,5,105,25,21,2.2,2.8125,11,9
147,350,0.828125,0.938775510204082,6.36,15.3333333333333,1.16666666666667,50,5.04,150,1.68,50,84,100,2.12,2.875,106,92
147,3702,0,0,0,0,1.5,0.111111111111111,4.5,0.48,1.5,1,3,0.888888888888889,0,0,0,0
148,3702,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
149,3702,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
140,4061,0.0612244897959184,0.166666666666667,0,0,1.5,0,0,0,2.5,0,0.5,0,1.25,2.5,0.0277777777777778,0.08
140,3702,0,0,0,0,4.5,0.333333333333333,0,0,7.5,5,1.5,0.16,0,0,0,0
140,343,0.0247933884297521,0.6,0,0,7.5,0.833333333333333,0,0,12.5,12.5,2.5,0.4,1.25,6.25,0.015625,0.555555555555556
141,343,0,0,0,0,0,0,0,0,0.833333333333333,30,10,10,0.037037037037037,0.9375,1,5
150,344,0,0,0,0,0,0,0,0,0,0,12,8,0,0,4,4
151,1541,0,0.0612244897959184,0,0,0.015625,2,0,0,0,0,1,2,0,0,0,3
152,1661,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
143,1661,0,0,0,0,2.25,0,0,0,1.5,0.5,1.5,0,0,0,0,0
143,8881,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0
153,8881,0,0,0,0,0,6,0,6,0,2,0,4,0,0,0,0
154,3702,0,0,0,0,6,0.64,6,1,24,16,13.5,2.25,0,0,0,0
141,3702,0,0,0,0,0,0,0,0,4.5,3,1.5,0.16,0,0,0,0
156,1741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
157,301,0.04,0.0612244897959184,0.125,0.166666666666667,1,2,2,4,2,4,8,4,0.5,1.5,2,6
158,301,0.12,0.183673469387755,0.0277777777777778,0.0612244897959184,3,0.375,1,0.0555555555555556,4,2,0,0,1,3,0,0
159,301,0,0,0,0,0,0,1,0,1,0.5,1,0.125,0.25,0.75,0.111111111111111,0.1875
160,302,0.9375,1.33333333333333,0.408163265306122,0.326530612244898,1.56,27,0.26530612244898,9,0,0,78,54,0,0,120,96
161,8883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,304,0.01,0,0,0,0.75,0.046875,0,0,0.75,0.75,1.5,0.09375,0.25,0.25,0.0246913580246914,0
163,304,0,0,0.037037037037037,0,0.75,0,2.25,0.25,2.25,2.25,0,0,0.75,0.75,0,0
164,305,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,6
165,305,0,0,0,0,0,0,0,0,0.0493827160493827,4,4,4,0.09375,0.24,6,6
166,305,0.375,0.375,0.489795918367347,0.489795918367347,4,0.64,4,1,2,2,3,0.333333333333333,3,3,0.72,0.72
167,618,0,0,0,0,4.25,0,5.5,0,3.75,0,2.5,0,0,3.75,0,0
168,309,0,0.306122448979592,0,0.44,0.416666666666667,30,0.6875,22,0.5,36,15,30,0,0.72,0,15
169,309,0,0.09375,0,0.122448979591837,0.166666666666667,12,0.24,12,0.0833333333333333,6,3,6,0,0.0833333333333333,0,3
169,303,0.148148148148148,0.244897959183673,0.244897959183673,0.48,0.833333333333333,18,1.2,18,0.416666666666667,9,15,9,0.122448979591837,0.166666666666667,6,6
170,303,0.408163265306122,1.25,0.244897959183673,0.333333333333333,12.5,1.2,7.5,0.72,13.75,8.25,6.25,0.6,5.5,5.5,0.204081632653061,0.277777777777778
171,8884,0,0,0,0,0.25,0.04,0.25,0.04,1,1,0.25,0.04,0,0,0,0
172,8884,0,0,0,0,0.166666666666667,6,0.111111111111111,4,0,1,2,2,0,0,0,0
173,301,0,0,0,0,0,0,0,0,0.0987654320987654,4,8,4,0.0555555555555556,0.122448979591837,2,6
173,8885,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.0246913580246914,0,0,0,0
160,8885,0,0,0,0,0.037037037037037,3,0.0123456790123457,1,0,0,6,6,0,0,0,0
160,308,0,0.0833333333333333,0,0.0204081632653061,0.25,6,0.0612244897959184,2,0,0,18,12,0,0,0,6
174,308,0,0,0,0.0204081632653061,0.75,0,0.75,0.0408163265306122,2.25,1.5,1.5,0.0816326530612245,0,0.75,0,0.0555555555555556
160,8886,0,0,0,0,0,6,0,2,0,0,0,12,0,0,0,0
175,8886,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0
175,305,0.122448979591837,0.06,0,0,1,0.0625,0,0,1,1,1,0.111111111111111,1.5,1.5,0.09375,0.166666666666667
176,305,0.9375,0.9375,1.10204081632653,1.10204081632653,1.6,40,1.44,36,0.571428571428571,28,24,24,1.16666666666667,1.68,36,36
176,306,0.493827160493827,0.15625,0.5625,0.140625,10,1.875,9,3,7,5.25,6,0.5,7,1.75,0.375,0.122448979591837
167,309,0,0.265625,0,0.611111111111111,4.25,2.125,5.5,4.88888888888889,3.75,7.5,2.5,0.8,0,3.75,0,0.277777777777778
167,301,0.346938775510204,0.796875,0.88,1.83333333333333,17,0.944444444444444,22,2.75,15,7.5,10,1.25,3.75,11.25,0.4,1.2
167,302,6.93877551020408,17,27.5,39.1111111111111,55.25,6.12,71.5,22,48.75,33.75,32.5,10,75,60,12.5,10
170,308,0,0.4,0,0.375,7.5,0.8,4.5,0.75,8.25,5.5,3.75,0.15625,0,2.75,0,0.3125
